,INSTITUICAO_ENSINO_ALUNO,IDADE_ALUNO,ANOS_PM,PONTO_VIRADA,INDE,INDE_CONCEITO,PEDRA,DESTAQUE_IEG,DESTAQUE_IDA,DESTAQUE_IPV,IAA,IEG,IPS,IDA,IPP,IPV,IAN,NOME,ANO,FASE,TURMA,REC_EQUIPE_4,CF,REC_AVA_3,CG,REC_AVA_1,REC_EQUIPE_2,BOLSISTA,REC_AVA_2,NIVEL_IDEAL,ANO_INGRESSO,REC_EQUIPE_1,REC_EQUIPE_3,REC_AVA_4,QTD_AVAL,DEFASAGEM,SINALIZADOR_INGRESSANTE,INDICADO_BOLSA,CT,NOTA_PORT,NOTA_MAT,NOTA_ING
102,Escola Pública,8,0,Não,8.597919000000001,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10,7.5,8.5,7.8125,7.333335,10,ALUNO-103,2020,0,F,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,ALUNO-104,2020,,,,,,,,,,,,,,,,,,,,,,,
104,Escola Pública,13,0,Não,8.516877,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,9.6,7.5,8,7.96875,7.66667,10,ALUNO-105,2020,3,B,,,,,,,,,,,,,,,,,,,,,
105,Escola Pública,10,0,Não,8.450002,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,10,7.5,10,7.5,7.5,5,ALUNO-106,2020,0,H,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,ALUNO-107,2020,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,ALUNO-108,2020,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,ALUNO-109,2020,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,ALUNO-110,2020,,,,,,,,,,,,,,,,,,,,,,,
110,Escola Pública,14,0,Não,6.8535425,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,7.7,7.5,4.5,7.96875,7.8750025,5,ALUNO-111,2020,3,L,,,,,,,,,,,,,,,,,,,,,
111,Escola Pública,14,2,Não,6.448887666666667,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,6.8,4.375,5.333333333333333,7.708333333333334,7.611103333333333,5,ALUNO-112,2020,3,H,,,,,,,,,,,,,,,,,,,,,
112,Escola Pública,11,1,Não,7.693335000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.8,7.5,7.5,7.5,7.916665,5,ALUNO-113,2020,1,M,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,ALUNO-114,2020,,,,,,,,,,,,,,,,,,,,,,,
114,Escola Pública,15,1,Não,5.331389333333334,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,1.9,6.875,5.166666666666667,7.916666666666667,5.111106666666666,5,ALUNO-115,2020,4,A,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,ALUNO-116,2020,,,,,,,,,,,,,,,,,,,,,,,
116,Escola Pública,10,0,Não,8.032085,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,8.9,7.5,9.5,7.1875,7.916665,5,ALUNO-117,2020,1,M,,,,,,,,,,,,,,,,,,,,,
117,Escola Pública,8,1,Não,8.342085,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,7.7,7.5,10,7.1875,7.416665,10,ALUNO-118,2020,1,D,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,ALUNO-119,2020,,,,,,,,,,,,,,,,,,,,,,,
119,Escola Pública,9,1,Não,7.895835000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,10,8.125,9.5,2.5,7.666665,5,ALUNO-120,2020,0,A,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,ALUNO-121,2020,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,,,,ALUNO-122,2020,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,ALUNO-123,2020,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,ALUNO-124,2020,,,,,,,,,,,,,,,,,,,,,,,
124,Escola Pública,10,0,Não,7.187502,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,9,7.5,5,7.708333333333334,7.333333333333333,5,ALUNO-125,2020,1,C,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,ALUNO-126,2020,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,,,ALUNO-127,2020,,,,,,,,,,,,,,,,,,,,,,,
127,Escola Pública,9,1,Não,5.854169000000001,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.4166799999999995,10,5.625,5.5,2.5,3.500005,5,ALUNO-128,2020,0,G,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,,ALUNO-129,2020,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,ALUNO-130,2020,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,ALUNO-131,2020,,,,,,,,,,,,,,,,,,,,,,,
131,Escola Pública,14,3,Não,7.344792,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,6.5,7.5,6,8.28125,6.95833,10,ALUNO-132,2020,4,F,,,,,,,,,,,,,,,,,,,,,
132,Escola Pública,10,1,Não,8.428752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.000020000000001,9.8,7.5,10,7.1875,7.5,5,ALUNO-133,2020,0,D,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,,,ALUNO-134,2020,,,,,,,,,,,,,,,,,,,,,,,
134,Escola Pública,9,1,Não,7.798752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,8.4,7.5,6.5,7.1875,7.25,10,ALUNO-135,2020,1,A,,,,,,,,,,,,,,,,,,,,,
135,Escola Pública,16,2,Não,4.643056,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,4,4.375,2,6.666666666666667,5.444446666666667,5,ALUNO-136,2020,5,A,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,ALUNO-137,2020,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,,,,ALUNO-138,2020,,,,,,,,,,,,,,,,,,,,,,,
138,Escola Pública,17,0,Não,6.105834000000001,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,5.8,7.5,4.333333333333333,8.125,5.499996666666667,5,ALUNO-139,2020,5,L,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,,,,,ALUNO-140,2020,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,ALUNO-141,2020,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,ALUNO-142,2020,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,,ALUNO-143,2020,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,ALUNO-144,2020,,,,,,,,,,,,,,,,,,,,,,,
144,Rede Decisão/União,17,1,Sim,8.345001166666666,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,9.1,7.5,7.333333333333333,7.5,8.8333375,10,ALUNO-145,2020,7,B,,,,,,,,,,,,,,,,,,,,,
145,Escola Pública,9,2,Não,6.385835333333334,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000020000000001,7.2,7.5,0,7.291666666666667,7.333333333333333,10,ALUNO-146,2020,1,C,,,,,,,,,,,,,,,,,,,,,
146,Escola Pública,13,1,Não,5.934724000000001,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,8,7.5,0,7.291666666666667,7.277776666666666,5,ALUNO-147,2020,2,C,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,ALUNO-148,2020,,,,,,,,,,,,,,,,,,,,,,,
148,Escola Pública,16,1,Não,7.131667,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,8.7,5.625,3,8.125,8.333335,10,ALUNO-149,2020,6,B,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,,ALUNO-150,2020,,,,,,,,,,,,,,,,,,,,,,,
150,Escola Pública,11,1,Não,8.238891333333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,9.5,7.5,7.5,9.166666666666666,8.611113333333334,5,ALUNO-151,2020,1,R,,,,,,,,,,,,,,,,,,,,,
151,Rede Decisão/União,11,1,Não,7.963542166666667,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.24999,9,7.5,6.333333333333333,7.96875,8.6250075,10,ALUNO-152,2020,3,B,,,,,,,,,,,,,,,,,,,,,
152,Rede Decisão/União,13,3,Sim,8.167711833333334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000020000000001,9,7.5,4.666666666666667,8.59375,9.125007499999999,10,ALUNO-153,2020,4,F,,,,,,,,,,,,,,,,,,,,,
153,Escola Pública,10,1,Não,5.8845849999999995,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,7.1,7.5,0,7.8125,7.916665,5,ALUNO-154,2020,1,M,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,,,ALUNO-155,2020,,,,,,,,,,,,,,,,,,,,,,,
155,Rede Decisão/União,12,2,Não,7.1105566666666675,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.9166799999999995,8.9,7.5,5,6.666666666666667,8.11111,5,ALUNO-156,2020,2,J,,,,,,,,,,,,,,,,,,,,,
156,Escola Pública,10,1,Não,7.177224000000001,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,6.4,7.5,6.75,7.916666666666668,7.777776666666667,5,ALUNO-157,2020,1,H,,,,,,,,,,,,,,,,,,,,,
157,Escola Pública,14,2,Não,6.064722,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,5.9,3.75,5,7.708333333333334,6.611103333333333,5,ALUNO-158,2020,3,E,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,,,,ALUNO-159,2020,,,,,,,,,,,,,,,,,,,,,,,
159,Escola Pública,10,2,Não,4.478057333333334,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,2.3,5,0,7.291666666666667,7.444443333333333,5,ALUNO-160,2020,1,H,,,,,,,,,,,,,,,,,,,,,
160,Estácio,18,4,,8.891667,B,Ametista,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,7.91667,10,7.5,9,0,0,10,ALUNO-161,2020,8,A,,,,,,,,,,,,,,,,,,,,,
161,Escola Pública,10,2,Não,7.953752000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.8,7.5,8.5,8.4375,7.75,5,ALUNO-162,2020,1,B,,,,,,,,,,,,,,,,,,,,,
162,Escola Pública,12,3,Não,6.440002,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.50002,8.2,5,6.25,2.5,7.75,5,ALUNO-163,2020,1,G,,,,,,,,,,,,,,,,,,,,,
163,Escola Pública,10,1,Não,7.708752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,8.7,7.5,7.5,7.1875,7.75,5,ALUNO-164,2020,1,D,,,,,,,,,,,,,,,,,,,,,
164,Escola Pública,11,1,Não,8.431252,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,10,7.5,10,7.8125,7.5,5,ALUNO-165,2020,0,G,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,ALUNO-166,2020,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,,,ALUNO-167,2020,,,,,,,,,,,,,,,,,,,,,,,
167,Escola Pública,11,1,Não,8.082224,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.000020000000001,8.8,7.5,8.5,7.5,8.11111,5,ALUNO-168,2020,1,J,,,,,,,,,,,,,,,,,,,,,
168,Escola Pública,8,0,Não,7.800001000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10,5,10,2.5,5.749995,10,ALUNO-169,2020,0,E,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,ALUNO-170,2020,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,ALUNO-171,2020,,,,,,,,,,,,,,,,,,,,,,,
171,,,,,,,,,,,,,,,,,,ALUNO-172,2020,,,,,,,,,,,,,,,,,,,,,,,
172,Escola Pública,16,4,Não,3.7383341666666663,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,0.9,3.125,2.8333333333333335,5.625,4.1250025,5,ALUNO-173,2020,5,G,,,,,,,,,,,,,,,,,,,,,
173,Einstein,15,3,,7.921668,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,10,5.625,7.2,0,0,10,ALUNO-174,2020,5,X,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,,,ALUNO-175,2020,,,,,,,,,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,,,ALUNO-176,2020,,,,,,,,,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,,,ALUNO-177,2020,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,ALUNO-178,2020,,,,,,,,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,,,ALUNO-179,2020,,,,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,ALUNO-180,2020,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,,,ALUNO-181,2020,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,,,ALUNO-182,2020,,,,,,,,,,,,,,,,,,,,,,,
182,Escola Pública,11,2,Não,7.862503,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,10,8.125,10,2.5,7.000005,5,ALUNO-183,2020,0,E,,,,,,,,,,,,,,,,,,,,,
183,Escola Pública,9,2,Não,8.257224,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000020000000001,8.3,7.5,7.5,7.916666666666668,7.777776666666667,10,ALUNO-184,2020,1,H,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,ALUNO-185,2020,,,,,,,,,,,,,,,,,,,,,,,
185,Escola Pública,16,0,Não,6.314166333333334,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,5.8,7.5,5.666666666666667,8.125,6.66666,2.5,ALUNO-186,2020,3,J,,,,,,,,,,,,,,,,,,,,,
186,Escola Pública,10,0,Não,6.41389,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,8,7.5,0,7.916666666666667,7.111106666666665,10,ALUNO-187,2020,2,G,,,,,,,,,,,,,,,,,,,,,
187,Escola Pública,13,2,Sim,7.744167,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.08333,4.7,7.5,9,8.125,8.66667,10,ALUNO-188,2020,3,C,,,,,,,,,,,,,,,,,,,,,
188,Escola Pública,10,0,Não,7.2558353333333345,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,8.3,5,8,7.291666666666667,7.333333333333333,5,ALUNO-189,2020,1,C,,,,,,,,,,,,,,,,,,,,,
189,Rede Decisão/União,17,3,Sim,8.733751333333334,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.33334,9.2,6.875,7.666666666666667,9.0625,9.666670000000002,10,ALUNO-190,2020,7,B,,,,,,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,,,,ALUNO-191,2020,,,,,,,,,,,,,,,,,,,,,,,
191,Escola Pública,11,2,Não,4.854723333333333,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.4166799999999995,5.1,5,0,6.041666666666666,7.444443333333333,5,ALUNO-192,2020,1,H,,,,,,,,,,,,,,,,,,,,,
192,Escola Pública,13,4,Sim,8.539168666666667,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000020000000001,9.8,5,7,8.125,9.333333333333332,10,ALUNO-193,2020,3,F,,,,,,,,,,,,,,,,,,,,,
193,Rede Decisão/União,17,3,Não,7.1214596666666665,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,8.3,6.875,6.333333333333333,7.65625,7.04167,5,ALUNO-194,2020,6,A,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,ALUNO-195,2020,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,ALUNO-196,2020,,,,,,,,,,,,,,,,,,,,,,,
196,Escola Pública,12,1,Não,8.832500666666666,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.33334,9.6,7.5,8.666666666666666,8.958333333333332,8.5,10,ALUNO-197,2020,3,F,,,,,,,,,,,,,,,,,,,,,
197,Escola Pública,16,3,Não,5.518958,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0,6.1,5.625,4.5,5.78125,6.291665,10,ALUNO-198,2020,6,A,,,,,,,,,,,,,,,,,,,,,
198,Escola Pública,14,1,Não,6.658610666666666,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.25,4.8,7.5,7.666666666666667,8.125,7.388886666666666,5,ALUNO-199,2020,3,C,,,,,,,,,,,,,,,,,,,,,
199,Escola Pública,13,4,Não,7.355834833333334,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,5.8,7.5,5.666666666666667,8.125,8.5416725,10,ALUNO-200,2020,4,F,,,,,,,,,,,,,,,,,,,,,
200,Escola Pública,14,1,Não,7.718541500000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.08333,9.4,7.5,8,7.96875,7.4166675,5,ALUNO-201,2020,3,L,,,,,,,,,,,,,,,,,,,,,
201,Escola Pública,12,2,Não,3.7799986666666667,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0,2.9,6.875,0,6.458333333333334,6.833326666666666,5,ALUNO-202,2020,2,R,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,ALUNO-203,2020,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,ALUNO-204,2020,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,ALUNO-205,2020,,,,,,,,,,,,,,,,,,,,,,,
205,Escola Pública,16,2,Não,5.2162495,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0,4.3,7.5,2,7.8125,7.1249975,10,ALUNO-206,2020,6,B,,,,,,,,,,,,,,,,,,,,,
